Node1	Node2	Score
PLAT	SERPINE2	0.979
MRPL57	MRPL54	0.984
NDUFB9	NDUFC2	0.999
CXCL10	CCL4L2	0.978
RPS27L	RPS28	0.999
PTPN11	SRC	0.968
HEATR1	RPS27A	0.966
RPS16	RPL32	0.999
RPS15	RPL37	0.999
RPS9	RPS26	0.999
RPL31	RPS11	0.999
RPL24	RPLP1	0.999
MRPS14	MRPL16	0.997
RPL35	RPL11	0.999
NDUFB5	NDUFA11	0.999
RPS13	RPS18	0.999
RPS25	RPL37	0.999
RPL22L1	RPLP2	0.989
RPL35	RPS14	0.999
POLR2I	SNRPD2	0.961
IFI6	MX2	0.975
NDUFS5	NDUFA11	0.999
RPS24	EIF3C	0.987
MRPL51	MRPL17	0.983
NDUFB3	NDUFS6	0.999
STAT1	PDGFRA	0.973
SEC61B	RPS11	0.996
RPS19	RPS15A	0.999
RPL27	RPL22L1	0.996
RPS14	RPL39	0.999
OAS2	IRF7	0.99
RPS15A	RPS24	0.999
SF3B6	SNRPE	0.98
RPL35	RPS26	0.999
MRPL11	MRPL54	0.991
RPS13	RPL39L	0.996
RPL35	RPS27A	0.999
RPL26L1	RPL37	0.997
SOCS2	JAK1	0.962
MRPS34	MRPL16	0.985
NDUFB5	NDUFA3	0.998
IFIT3	IFI44	0.95
RPL21	RPS14	0.999
EIF3A	RPS14	0.985
RPS15	RPL9	0.999
TIMP1	MMP10	0.957
MRPL51	MRPL34	0.985
RPL11	RPS18	0.999
IFI35	IRF7	0.992
RPL19	RPS27L	0.999
MRPL22	MRPL27	0.999
RPS12	RPLP1	0.999
SNRPD1	SF3B5	0.998
PARD6A	SMURF1	0.965
RPS15	RPL37A	0.999
RPS12	EIF3C	0.975
MRPL27	MRPL24	0.998
RPL23	RPL27	0.999
SNRPF	PPIH	0.999
RPL21	RPS26	0.999
RPL31	RPS27A	0.999
MRPL51	MRPS14	0.996
MRPL27	MRPL51	0.993
COX7C	ATP5PF	0.975
RPS13	LTV1	0.996
ATP5MC3	ATP5PF	0.997
RPL35	RPS21	0.999
SNRPD2	CWC15	0.996
COX6A1	COX8A	0.977
RPL19	RPS25	0.999
IRF5	STAT2	0.954
NDUFA9	NDUFB9	0.999
LSM5	SNRPG	0.999
PIK3R1	PIK3CD	0.994
RPL32	RPL23A	0.999
SNRPF	GEMIN6	0.96
ADAM17	BTC	0.955
RPL35	RPL37	0.999
RPL19	RPL22L1	0.996
TYMP	NT5M	0.969
NDUFS6	NDUFB11	0.993
UQCRQ	NDUFA12	0.989
USP18	IFIT1	0.995
TLR2	TLR6	0.978
NDUFB5	NDUFS5	0.999
RPL30	RPL36AL	0.999
RPL26L1	RPS15	0.999
RPLP1	RPS26	0.999
CXCL12	CXCL10	0.976
RPS16	RPS8	0.999
RPL34	SRP14	0.996
IFIT3	IFI27	0.969
SEC61G	RPS14	0.996
RPL21	RPL11	0.999
IFITM3	IRF9	0.952
MX1	IFITM1	0.991
RPL36	RPS26	0.999
RPS21	RPS26	0.999
RPS15	LTV1	0.998
GAB2	LYN	0.981
RPL21	RPL13A	0.999
RPS13	HEATR1	0.983
RPS11	RPL12	0.999
STAT1	IRF9	0.997
RPL30	RPS14	0.999
ELOB	WSB1	0.952
MRPS14	MRPS21	0.987
RPL23	RPS26	0.999
ATP5MG	ATP5PO	0.999
RPS14	RPL37A	0.999
PIK3R1	SRC	0.985
IFIT3	MX2	0.988
RPS12	RPL36	0.999
RPL24	RPS26	0.999
LSM5	SNRPF	0.999
JAK1	IL15	0.958
RPA3	XPA	0.951
NDUFAB1	NDUFB5	0.999
RPS24	RPL37	0.999
GBP2	MX2	0.953
RABGEF1	UBA52	0.97
RPS8	RPS27L	0.999
RPS16	RPS9	0.999
RPS19	RPL37	0.999
RPS15	RPS14	0.999
RPS14	RPL36AL	0.997
SEC61B	RPS13	0.996
RPS20	RPS8	0.999
PIK3R1	JAK1	0.957
PSMA4	PSMB8	0.999
RPL35	RPS11	0.999
IFIT3	IFIT1	0.999
EIF3A	RPL23	0.959
RPS15	RPL29	0.999
RPL31	RPL39L	0.997
RPL27	FAU	0.999
HMGCR	FDPS	0.952
SRP14	RPL11	0.997
TLR2	LY96	0.989
LMO2	LDB2	0.978
RPS16	RPS11	0.999
RPS15	RPL36	0.999
SEC61B	RPL12	0.996
RPL19	SEC61G	0.981
TXN	SOD1	0.993
NDUFB7	COX6C	0.987
RPLP1	RPS28	0.999
UQCRB	ATP5PD	0.963
MRPS34	MRPL11	0.991
GBP2	IFIT1	0.958
SNRPD2	SNRPE	0.999
RSAD2	IFI44L	0.952
LRP5	FZD8	0.982
RPL39L	RPL12	0.992
XPC	GTF2H5	0.95
HUWE1	RPS27A	0.996
SOD1	GPX3	0.973
UBA7	UBA52	0.954
HSCB	ISCU	0.998
RPS25	SRP14	0.998
RPL29	RPL23A	0.999
SEC61G	RPS28	0.997
TNFAIP3	RPS27A	0.994
IRF5	TRIM21	0.963
MRPL51	MRPL20	0.997
RPL36	RPLP1	0.999
NDUFA12	NDUFA6	0.999
RPS15A	RPS27L	0.998
RPL23	RPS27A	0.999
MRPL16	MRPL36	0.998
RPS8	EIF3C	0.991
MRPL17	MRPL20	0.998
PYCARD	CASP1	0.997
MRPL36	MRPS21	0.996
RPS27L	RPL37A	0.999
EP300	CCND1	0.97
NDUFC1	NDUFS4	0.997
GNG11	GNG2	0.955
RPL11	FAU	0.999
RPL37	RPS21	0.999
XPA	GTF2H5	0.972
NDUFA2	UQCRH	0.977
LSM7	SNRPD1	0.999
PSMA3	PSMB8	0.999
RPS29	UBA52	0.999
SNRPD2	SF3B5	0.999
ATP5PF	ATP5ME	0.999
RPL11	RPL37A	0.999
UQCRQ	NDUFB6	0.975
RPL34	RPS18	0.999
SEC61B	RPL39L	0.978
RPS19	RPS9	0.999
MRPL36	MRPL40	0.999
AR	SRC	0.99
OASL	GBP4	0.953
UQCRH	UQCR10	0.999
MRPL17	MRPL57	0.984
RPS14	RPS28	0.999
IFIT1	IRF9	0.986
TIMP1	MMP14	0.98
PDGFB	HSPG2	0.97
HES1	NOTCH2	0.966
RPL11	RPS28	0.999
RPL23	RPL36AL	0.997
NDUFB7	NDUFB9	0.999
EP300	GATA3	0.952
COMMD4	COMMD3	0.993
RPL36	RPS29	0.999
RPL11	RPL22L1	0.995
IFI27	MX2	0.955
MRPL16	RPL23A	0.966
RPL26L1	RPS18	0.999
NDUFA1	NDUFA2	0.999
TUBB2B	TBCA	0.959
MRPL54	MRPL20	0.996
RPL24	RPL37A	0.999
RBX1	ANAPC10	0.964
RPS8	RPS14	0.999
EP300	CARM1	0.985
EP300	TNF	0.961
TP53BP1	BABAM1	0.973
PSMB8	PSMB3	0.999
OAS2	IFI6	0.991
NDUFB9	NDUFS4	0.999
FAS	TRADD	0.975
RSAD2	IFITM3	0.972
EP300	KLF4	0.966
RPS15	RPS21	0.999
NDUFB9	NDUFA3	0.997
MRPL22	MRPL17	0.999
EP300	NCOR2	0.977
MRPL22	MRPL24	0.998
NDUFB7	NDUFA2	0.999
NDUFA1	NDUFB6	0.999
RPS11	RPL9	0.999
NDUFS6	NDUFB1	0.997
NDUFB10	NDUFA11	0.998
RPS26	UBA52	0.999
NDUFS4	ATP5PD	0.959
RPL13A	RPL11	0.999
FAU	MRPL13	0.954
RPL35	RPS18	0.999
RPS25	RPL32	0.999
RPS16	RPS12	0.999
RPL31	RPL30	0.999
HDAC9	KAT2B	0.968
MRPS34	MRPL27	0.983
MRPS14	MRPL41	0.995
RPL32	RPL36AL	0.996
RPL21	RPS29	0.999
RPL27	RPS26	0.999
EP300	PRMT5	0.966
EIF3A	RPS8	0.994
RPL19	RPS28	0.999
RPL31	RPS21	0.999
MRPS34	MRPL20	0.979
RPS12	RPS15	0.999
FAU	RPS18	0.999
RPL23	RPS21	0.999
RPL32	RPL9	0.999
NDUFB7	NDUFA12	0.999
RPS12	RPL23A	0.999
NDUFA1	NDUFA4	0.983
RPS15	RPL39L	0.996
TPT1	RPL9	0.968
RPS20	RPL23A	0.999
GBP5	IRF7	0.951
EIF3A	RPL27A	0.956
RPL26L1	RPS27A	0.997
RPL36AL	RPS28	0.995
RSAD2	CMPK2	0.967
RPL21	RPL29	0.999
NDUFA1	NDUFB1	0.996
FAU	UBA52	0.999
SNRPF	SNRPG	0.999
COX7C	COA6	0.963
RPS25	RPL36	0.999
NDUFB5	NDUFA9	0.999
RPL27	RPL35	0.999
RPS27A	RPS26	0.999
NDUFA1	NDUFB9	0.996
GEMIN6	SNRPD1	0.966
RPS19	RPS24	0.999
OAS2	ISG20	0.967
ARHGAP5	RHOU	0.952
SRP14	RPL29	0.989
RPL29	RPS21	0.999
RPS20	RPLP2	0.999
RSAD2	IFI27	0.982
NDUFB6	NDUFB1	0.998
IFI44L	IFIT1	0.957
RPL21	SEC61G	0.996
IFIT3	GBP2	0.958
RPL19	RPS27A	0.999
LAMTOR2	LAMTOR5	0.999
RPL38	RPL37A	0.999
CXCL12	CXCL11	0.975
DYNC2LI1	TCTEX1D2	0.973
RPS25	RPL35	0.999
SEC61B	RPS8	0.997
RPL19	RPS12	0.999
LSM6	NAA38	0.972
UQCR11	UQCRH	0.998
POLA2	RPA3	0.956
HEATR1	RPS28	0.979
PRMT5	CCND1	0.955
RPL11	RPS8	0.999
MRPL34	MRPL36	0.996
TLR2	BGN	0.955
EIF3A	RPS28	0.987
RPS24	RPS8	0.999
NDUFB11	NDUFB6	0.999
NDUFB3	NDUFA3	0.998
SEC61B	RPL29	0.985
RPS24	RPS29	0.999
PLAT	SERPINE1	0.999
RPLP2	RPS28	0.999
PLAUR	SERPINE1	0.99
RPLP2	RPS29	0.999
PSMA3	RPS27A	0.96
RPL23	RPL38	0.999
SRP14	RPS29	0.991
ATP5MG	ATP5MF	0.994
NEDD8	PSMB3	0.973
EP300	RUNX1	0.955
ITGA1	ITGB3	0.969
NDUFAB1	NDUFC2	0.999
RPS24	RPL23A	0.999
RPL19	RPS14	0.999
RPL26L1	RPL13A	0.996
OIP5	ITGB3BP	0.954
HUWE1	UBR4	0.951
RPL19	RPS11	0.999
RPL31	RPL9	0.999
RPS13	RPS27A	0.999
MRPL34	MRPL13	0.992
RPS29	RPS18	0.999
RPL23	SEC61G	0.996
SMARCD3	SMARCC1	0.997
UQCRH	NDUFA12	0.987
LSM5	SNRPD2	0.999
ADAM17	DLL1	0.958
LSM10	SNRPE	0.997
MRPS14	MRPL57	0.981
CASP1	AIM2	0.992
RPL23	RPL37	0.999
PDGFRA	PTPN11	0.971
SF3B6	SNRPD1	0.977
NDUFB11	NDUFB1	0.993
RPL21	RPL27A	0.999
NDUFS6	UQCR10	0.982
SRP14	RPS8	0.997
COX6A1	COX5B	0.999
ST3GAL1	GCNT1	0.969
ST3GAL1	MUC1	0.951
RPS16	RPLP2	0.999
RPL9	RPL38	0.999
RPL19	RPL39L	0.996
RPL29	RPL36AL	0.995
NDUFB11	NDUFC2	0.998
ATP5F1E	ATP5MD	0.988
GBP2	STAT2	0.95
NDUFB5	NDUFA6	0.999
RPL38	EIF3C	0.953
IRF5	MX1	0.956
TFPI	F3	0.991
RPS8	RPS26	0.999
RPS15	RPL11	0.999
LSM5	NAA38	0.998
RPS9	RPLP2	0.999
RPS15	RPS26	0.999
RPS25	RPS27L	0.999
PTTG1	UBE2C	0.997
RPL31	RPS14	0.999
NDUFC2	UQCRB	0.953
MRPL16	CHCHD1	0.984
COX7A2	COX5B	0.952
ELOB	SOCS2	0.997
TXN	TXNRD1	0.999
CENPH	CENPW	0.98
RPL36	RPL13A	0.999
NDUFB6	NDUFA6	0.999
SRP14	FAU	0.951
RPL24	RPS21	0.999
UBA52	PSMB3	0.992
RPS16	RPS28	0.999
NDUFB7	UQCR10	0.976
RPL31	RPL13A	0.999
TRAF1	TRADD	0.979
NDUFB7	NDUFA11	0.999
IFI35	OAS1	0.99
RPL27A	RPS21	0.999
RPLP2	RPL37A	0.999
NDUFAB1	MRPL27	0.958
DDX58	USP18	0.987
RPL31	RPL29	0.999
TPT1	RPL12	0.962
BST2	MX2	0.973
RPS15A	RPL9	0.999
EP300	VDR	0.969
NDUFB3	NDUFB10	0.997
MRPS34	MRPL17	0.988
RPS26	RPS29	0.999
RPL35	RPL36AL	0.997
NDUFS4	UQCRQ	0.988
PSMA3	PSMB3	0.999
RPL31	RPL11	0.999
RPL34	RPS9	0.999
SNRPF	SF3B5	0.998
RPLP1	RPL27A	0.999
RPS27A	RPS21	0.999
RPL31	RPL19	0.999
NDUFB6	NDUFA3	0.999
RPS13	RPL35	0.999
RPS15A	RPL13A	0.999
MUC6	MUC1	0.985
RPL9	RPL12	0.999
NDUFC1	NDUFA4	0.984
EP300	HIF3A	0.962
NDUFA1	NDUFS6	0.998
RPL26L1	RPL37A	0.998
RPL27	RPL13A	0.999
RPS27A	RPS18	0.999
IFIT3	IFITM2	0.95
UQCRB	UQCRH	0.999
ATP5ME	ATP5PO	0.999
NDUFAF2	NDUFA11	0.955
EP300	KAT2B	0.993
MRPL36	MRPL41	0.998
NDUFB10	NDUFA12	0.999
RPL21	RPL22L1	0.995
TRAPPC6A	TRAPPC4	0.994
NDUFA1	NDUFB5	0.998
LAMTOR5	LAMTOR4	0.999
RBX1	KLHL3	0.962
NDUFA2	NDUFB10	0.999
RPS20	RPS26	0.999
CBL	SRC	0.983
OAS1	MX2	0.989
RPS12	HEATR1	0.971
NDUFC2	NDUFA4	0.97
RPS27A	RPL32	0.999
LSM3	SNRPE	0.999
NDUFB2	NDUFB3	0.998
UBE2C	UBA7	0.964
IFI35	MX2	0.975
RPL30	RPL23A	0.999
COX6C	NDUFA4	0.977
NDUFAB1	NDUFS4	0.999
EXOSC5	EXOSC1	0.999
NDUFA2	UQCRQ	0.997
RPL35	MRPL36	0.959
RPL19	RPL23	0.999
RPL24	RPL36AL	0.998
NOX1	NOXA1	0.993
RPL30	RPL9	0.999
RPS19	RPS15	0.999
RPL32	RPL12	0.999
IFIT3	IFI44L	0.95
RPL13A	RPL30	0.999
RPS15A	RPS28	0.999
RPL34	RPL22L1	0.994
CCND1	AR	0.986
NDUFA2	NDUFA11	0.999
RPL27A	RPL23A	0.999
ZBP1	RIPK3	0.965
CCL20	CXCL8	0.988
RPL34	RPL35	0.999
RPL29	RPS28	0.999
CCL1	CXCL8	0.958
LSM6	PPIH	0.997
RPS27A	RPL12	0.999
RPS27A	SMURF1	0.958
ATP5F1E	ATP5PO	0.995
OASL	IFIT1	0.997
RBX1	ANAPC11	0.993
RPL13A	EIF3C	0.952
KYNU	AFMID	0.973
TIMP1	IGFBP1	0.95
RPS14	RPL12	0.999
LTV1	RPS18	0.996
MX1	IRF9	0.993
RPL23	RPL39	0.999
HSD17B12	HACD4	0.956
SEC61B	RPS21	0.997
MRPL36	MRPL54	0.991
SNRPD2	LSM6	0.999
RPS19	RPL27	0.999
RPS25	RPL27A	0.999
UQCRQ	ATP5PO	0.957
RPL24	RPL29	0.999
NDUFS5	NDUFA3	0.999
BCL2L11	BCL2	0.997
RPS15	RPS27L	0.997
RPLP1	RPL37A	0.999
ATP5MC1	ATP5PD	0.998
MRPL17	RPL9	0.965
DYNLL1	DYNLT1	0.981
SNRPD1	LSM3	0.999
MRPL24	MRPL54	0.992
IFITM3	IFI27	0.956
RPL24	RPS15A	0.999
IRF7	IRF9	0.975
FXYD2	ATP1B1	0.989
LSM6	POLR2L	0.967
CYBA	NCF2	0.997
RPS13	RPL27A	0.999
RPL26L1	RPS29	0.998
RPL19	RPL30	0.999
IFIT3	RSAD2	0.993
RPL37	RPL29	0.999
POLR2F	SNRPF	0.963
RPL31	RPS13	0.999
BST2	OASL	0.952
RPL11	RPS21	0.999
RPL36	RPL23A	0.999
RPL19	RPS13	0.999
RPL34	RPS21	0.999
RPS13	RPL37	0.999
MRPL17	MRPL54	0.997
IFI6	STAT2	0.957
NOX1	NCF2	0.977
RPL37	RPL36AL	0.997
RPL34	RPL27	0.999
RPS13	RPS14	0.999
GARS	IARS	0.998
UBA52	RPS28	0.999
RPL35	RPL30	0.999
UQCR11	NDUFB10	0.991
RPL13A	FAU	0.999
RPS27A	RPS9	0.999
RPS15A	RPLP1	0.999
NDUFS5	UQCRH	0.992
PARD6A	TGFBR1	0.95
SEC61B	RPL37	0.996
RPS25	RPL23	0.999
RPL11	RPS27L	0.999
SRP14	RPL39	0.996
LSM7	SNRPF	0.999
MRPS34	MRPL40	0.988
MRPL34	CHCHD1	0.987
RPL39L	RPL37A	0.994
SF3B5	POLR2L	0.985
HOXA5	HOXD4	0.966
NDUFA9	NDUFA12	0.999
SNRPD2	LSM7	0.999
RPL22L1	RPS9	0.996
RPS25	RPS9	0.999
RPS25	RPL13A	0.999
LTV1	RPS27L	0.979
RPL9	RPS28	0.999
RPLP1	RPL13A	0.999
POLR2F	SNRPD2	0.978
SELE	ICAM1	0.954
RPS13	RPS29	0.999
RPL12	RPS29	0.999
RPS20	RPS11	0.999
ZMIZ1	AR	0.98
UQCR11	NDUFB6	0.972
HSPG2	GPC5	0.971
ATP5MPL	ATP5MD	0.954
RPL24	RPL30	0.999
VEGFA	TMSB4X	0.958
RPL31	SEC61G	0.993
MTHFD2	SHMT2	0.993
CASP10	TRADD	0.972
UQCRQ	UQCRH	0.999
RPS16	RPL27A	0.999
STAT1	CXCL10	0.951
SEC61B	RPS26	0.996
ATP5F1E	ATP5MC1	0.991
RPS11	RPS18	0.999
RPLP1	RPS14	0.999
NDUFB2	NDUFS4	0.997
MRPL57	MRPL40	0.98
LSM5	LSM3	0.999
SMG6	RPL12	0.951
MAP2K6	TLR3	0.994
POLR2F	POLR2I	0.999
RPS24	RPS21	0.999
OAS2	GBP4	0.952
NDUFB11	UQCRQ	0.97
RPL31	SEC61B	0.984
STAT2	PTPN11	0.959
MRPL17	MRPL23	0.96
RPL31	RPL27	0.999
RPL31	RPL34	0.999
CCL1	CXCL11	0.985
RPL12	RPL39	0.999
RPL23	RPL27A	0.999
OAS1	OAS2	0.959
SEC61G	RPS11	0.996
RPL35	UBA52	0.999
BABAM1	SHMT2	0.991
ATP5MC3	ATP5PD	0.996
STAT1	TNF	0.972
RPS27L	RPS26	0.998
RPS25	RPL39	0.999
MRPL24	MRPL57	0.982
GATA3	LMO2	0.986
UBE2C	CDC26	0.99
NDUFA1	NDUFB11	0.996
RPL29	RPL9	0.999
HSD17B12	ELOVL6	0.96
RPL19	RPL21	0.999
RPL34	RPL23A	0.999
RPL11	MRPL36	0.956
NDUFB6	NDUFA12	0.999
RPL23	RPS14	0.999
LSM6	SF3B5	0.996
RPS25	SEC61G	0.998
STAT1	STAT2	0.971
RPL24	RPS11	0.999
OAS1	IRF7	0.989
IFI35	NMI	0.985
RPL36	RPL12	0.999
RPLP2	RPL12	0.999
MRPL22	MRPL20	0.997
RPS12	RPS11	0.999
CKS2	CKS1B	0.992
RPS20	RPL24	0.999
MRPL24	MRPL40	0.998
IFIT3	ISG20	0.968
NDUFB7	NDUFS5	0.999
RPS15A	RPS26	0.999
RPL27	RPS27L	0.998
RPL35	RPL39	0.999
RPS15A	RPS21	0.999
MRPL41	MRPL20	0.995
NDUFS6	NDUFA6	0.999
KAT2A	H2AFZ	0.972
RPS15	RPL35	0.999
RPL34	RPS26	0.999
RPS16	EIF3A	0.991
RPL35	RPS28	0.999
IFI6	MX1	0.994
RPL27	RPS24	0.999
NDUFA3	UQCR10	0.953
UQCRB	UQCR10	0.999
RPL11	RPS14	0.999
CXCL12	CCL1	0.954
RPLP1	WDR31	0.951
RPS11	RPS14	0.999
RPS9	RPL39	0.999
SEC61G	RPS27L	0.983
RPL27	RPL37A	0.999
PPARA	NCOR2	0.993
RPS25	RPS8	0.999
KDM6B	H2AFZ	0.957
RPL13A	RPLP2	0.999
OAS2	IFITM3	0.955
LSM7	SNRPG	0.998
DNAJC15	PAM16	0.954
CASP10	FAS	0.999
RPL38	RPS27L	0.998
RPL21	RPL12	0.999
CHCHD1	MRPL41	0.988
PSMA2	PSMB3	0.999
RPS14	RPS29	0.999
NDUFB10	NDUFB6	0.999
RPS20	RPL29	0.999
RPS13	RPL13A	0.999
MRPL51	MRPL16	0.982
PTPN11	LYN	0.963
RPL31	RPL35	0.999
UQCR11	NDUFA11	0.964
NOTCH2	MAML2	0.999
TLR3	HSP90B1	0.969
SMOX	SAT1	0.973
LSM3	PPIH	0.998
NDUFB5	NDUFS6	0.999
OAS2	IFIT3	0.993
RPS12	RPS28	0.999
MRPL24	MRPL20	0.995
SEC61B	RPL23	0.997
RPS12	RPL37	0.999
NDUFB2	NDUFC1	0.999
RPS20	RPL35	0.999
IFITM3	IFITM1	0.973
RPL23	RPS24	0.999
ATP5F1E	NDUFB5	0.955
RPL34	RPL27A	0.999
TRIM22	GBP5	0.95
SNRPF	LSM6	0.999
RPL34	UBA52	0.999
RPL34	RPL39	0.999
RPL13A	RPS9	0.999
RPS15A	RPL23A	0.999
TNS3	DLC1	0.951
RPL13A	RPL32	0.999
VEGFA	FGF2	0.971
RPL26L1	RPS25	0.998
SEC61B	RPL27A	0.984
RPS15	SRP14	0.996
ATP5F1E	COX7C	0.983
RPL11	MRPL17	0.967
CBL	SPRY4	0.961
AARS	IARS	0.99
COX7C	COX8A	0.984
FAU	RPL30	0.999
RPL37	RPS14	0.999
IFI6	IRF7	0.985
RPS25	RPS24	0.999
RPS21	UBA52	0.999
IFI27	IFIT1	0.975
RPL21	RPL37	0.999
RPS12	RPS26	0.999
MRPL51	MRPL57	0.983
UQCR11	NDUFC2	0.974
RPL26L1	RPL19	0.998
NEDD8	UBL5	0.975
MRPL27	CHCHD1	0.991
RPL29	RPS29	0.999
PSMA4	PSMA3	0.999
NDUFB3	UQCR10	0.971
SNRPG	SF3B5	0.998
SNRPF	SNRPE	0.999
ZNRD1	POLR2F	0.998
LSM7	PPIH	0.996
RPS16	RPL38	0.999
MRPL22	MRPL11	0.997
RPS20	RPS12	0.999
RPS20	RPS14	0.999
OAS2	IFITM1	0.983
TGFBR3	TGFBR1	0.968
NDUFA2	NDUFB9	0.999
MRPL11	MRPS21	0.986
UQCRQ	NDUFA6	0.998
RPS8	RPL23A	0.999
EP300	FOSL1	0.956
IRAK2	TLR2	0.964
MX1	IFI27	0.988
MRPS14	MRPL34	0.997
ANAPC11	CDC26	0.995
NDUFB7	NDUFA3	0.999
RPL26L1	RPL38	0.998
COX7C	NDUFA4	0.992
RPS15A	RPL27A	0.999
NRIP1	NCOR2	0.97
ANAPC11	PTTG1	0.999
SF3B5	LSM3	0.997
COX7A2	NDUFA2	0.963
POLR2I	POLR2L	0.999
RPS27L	RPL23A	0.999
STAT2	IFITM1	0.971
IFI35	IRF9	0.982
NDUFA2	NDUFC2	0.999
RPS12	RPLP2	0.999
SRP14	RPS28	0.995
OIP5	CENPW	0.963
RPS13	RPL22L1	0.997
SNRPF	CWC15	0.996
UQCR11	NDUFB9	0.989
OAS2	MX2	0.991
DYNC2LI1	TCTEX1D1	0.952
RPS27A	RPS28	0.999
EP300	CITED2	0.995
RPS20	RPL39L	0.995
SEC61G	RPL27A	0.983
RPS8	RPL9	0.999
RPL11	RPL38	0.999
HEATR1	FAU	0.971
RPS9	RPS29	0.999
ACSL1	PPARA	0.953
PYCARD	AIM2	0.988
FAU	RPL38	0.999
OAS1	IFITM2	0.952
RPS9	EIF3C	0.955
RPS16	RPS13	0.999
DYNC1LI2	DCTN1	0.955
RPS20	RPL27	0.999
RPS20	RPL11	0.999
RPL37	RPS9	0.999
RPS13	RPL39	0.999
MRPL24	FAU	0.95
IFI35	RSAD2	0.977
RPL31	RPS27L	0.999
MRPS34	MRPL34	0.985
RPL27	RPL12	0.999
LIF	CTF1	0.979
RPL34	RPS12	0.999
VEGFA	CXCL8	0.954
NDUFAF6	NDUFS4	0.951
RPL27	RPL23A	0.999
RNF181	UBA52	0.952
CHCHD1	MRPL54	0.989
RPL39L	RPL36AL	0.994
NDUFB7	NDUFB11	0.999
EIF3A	RPL27	0.95
OAS2	TRIM22	0.975
MX1	MX2	0.978
SRP14	RPL9	0.998
NDUFB9	UQCRQ	0.995
LAMC2	LAMB3	0.978
DYNLL1	BCL2L11	0.963
RPS11	RPS26	0.999
RPS13	RPS15A	0.999
RPL19	RPS9	0.999
RPS12	RPS21	0.999
COX6A1	NDUFA4	0.97
LSM6	LSM3	0.999
SEC61B	RPL21	0.996
CXCL12	SRC	0.952
DYNLL1	TCTEX1D1	0.95
RPS21	RPL12	0.999
NDUFA9	UQCRQ	0.97
RPL22L1	RPL37A	0.995
NDUFB10	NDUFB1	0.994
RPS15	RPS27A	0.999
RPL19	RPL36	0.999
FGF2	HSPG2	0.99
RPS15A	EIF3C	0.988
RPL27	RPL39	0.999
RPS16	RPS27A	0.999
NDUFB7	NDUFA9	0.999
MCUB	SMDT1	0.972
ST3GAL1	FUT1	0.955
RPL26L1	RPS26	0.999
RPL22L1	RPS27L	0.993
RPS25	FAU	0.999
MRPS34	MRPL41	0.993
MRPL13	RPL37A	0.951
NDUFB2	NDUFB10	0.999
MRPL51	MRPL40	0.995
RPL24	RPL12	0.999
RPS27A	RPL9	0.999
STAT1	JAK1	0.997
RPL11	RPL23A	0.999
RPS24	RPL22L1	0.997
PSMA3	PSMB9	0.999
SDF2L1	CRELD2	0.975
RPL29	RPS14	0.999
CHCHD1	MRPL40	0.985
POLA2	MCM2	0.999
IFI6	IFITM1	0.984
RPS19	RPL37A	0.999
SNRPG	LSM10	0.997
RPS16	RPL12	0.999
RPL27A	RPS18	0.999
TRADD	TNFSF10	0.958
CSF2	PTPN11	0.969
RPL26L1	RPL24	0.997
RPL13A	RPL27A	0.999
COX7C	ATP5MF	0.965
MRPS14	MRPL23	0.979
RPL38	RPL39	0.999
CDK6	AR	0.968
RPS25	RPS14	0.999
RPL30	RPS21	0.999
RPS20	EIF3A	0.994
TP53BP1	UBA52	0.995
NDUFB5	NDUFB1	0.999
RPS25	RPS26	0.999
RPS25	EIF3C	0.986
SEC61G	RPS27A	0.996
RPL36	RPL35	0.999
MRPL13	MRPS21	0.976
RPS8	RPL27A	0.999
SNRPG	CWC15	0.996
LSM3	LSM10	0.971
RPL38	RPL12	0.999
MRPL41	MRPL23	0.995
RPL32	RPS9	0.999
UBE2L6	MX1	0.976
PSME2	PSMB3	0.987
NDUFB3	ATP5PF	0.965
PYCARD	IL18	0.966
IFITM2	IFIT1	0.954
NDUFC1	NDUFC2	0.994
CDK6	CDKN2B	0.99
RPS25	RPS18	0.999
OAS1	STAT2	0.969
SEC61G	RPL35	0.991
RPS20	UBA52	0.999
RPL35	EIF3C	0.952
UQCRQ	ATP5MD	0.959
RPL37	RPS29	0.999
RPL19	RPL37A	0.999
RPLP1	RPL12	0.999
RPL9	RPL37A	0.999
MRPS14	MRPL40	0.994
MRPL22	MRPL54	0.99
RPL21	RPLP1	0.999
RPL21	FAU	0.999
GNB3	GNG2	0.999
RPS11	RPS21	0.999
RPS19	RPS26	0.999
RPS24	RPL11	0.999
MRPL17	MRPL36	0.999
RPL36	RPL36AL	0.997
ATP5F1E	NDUFA3	0.967
RPL27	RPL39L	0.996
MRPL11	MRPL20	0.997
RPL31	RPS9	0.999
NDUFS4	NDUFB6	0.999
NDUFC1	NDUFB5	0.999
EEF1E1	MARS	0.999
RPL27	UBA52	0.999
PSMA4	RPS27A	0.979
IFI6	RSAD2	0.989
CDK6	CDKN2C	0.999
NDUFAB1	NDUFB11	0.995
OAS1	RSAD2	0.993
MRPL11	MRPL41	0.998
NDUFB7	UQCRH	0.983
RPL36	FAU	0.999
MRPL51	MRPL11	0.983
RPL21	SRP14	0.996
NDUFB2	NDUFA6	0.999
UQCRQ	ATP5PD	0.968
RPS12	LTV1	0.993
RPL31	RPL37	0.999
MX1	STAT2	0.978
RPS24	RPL39L	0.996
