Node1	Node2	Score
RPL23	RPS6	0.999
RPS15	RPS11	0.999
TIPIN	CDC45	0.958
RPS15A	RPL22L1	0.991
RPS25	RPL11	0.999
RPS21	IMP3	0.988
SNRPF	RNPC3	0.989
DLGAP5	CKAP2	0.952
RPS18	RPS28	0.999
MRPL13	MRPL42	0.998
RPS12	RPL27	0.999
NDUFB5	NDUFA4	0.979
GTF2F2	SUPT5H	0.996
RPL37	RPSA	0.999
RPLP2	RPS27L	0.999
RPS27A	RPS14	0.999
MRPL57	MRPL42	0.995
RPL15	RPL10A	0.999
RPL39	UBA52	0.999
UQCR10	NDUFA12	0.986
RPS6	RPL22L1	0.996
LSM5	POLR2L	0.971
SRP9	RPL29	0.996
RPS19	SRP14	0.996
STAT1	IFNL1	0.956
RPS11	RPL11	0.999
MRPL58	MRPL36	0.997
NDUFB1	NDUFA4	0.965
MRPL35	MRPL42	0.995
SNRNP40	SART1	0.995
TIMM8B	TIMM23	0.972
RPS8	RPS21	0.999
SF3A2	LSM3	0.974
SF3A2	SF3B6	0.999
BUB1B	RRM2	0.971
ATP5PD	NDUFA12	0.963
RPS27A	RPL7A	0.999
SEC61B	RPL11	0.996
SEC61G	RPS18	0.996
RPS15	RPL38	0.999
HSCB	GRPEL2	0.952
RPL13A	RPL36AL	0.995
EIF2AK2	MX2	0.967
SKP1	ANAPC11	0.981
NDUFB6	NDUFS5	0.999
SEC61B	RPSA	0.996
MRPS28	MRPL36	0.981
DDX58	MX1	0.993
NME7	MZT1	0.995
RPL5	FAU	0.999
TBCD	TBCA	0.99
MRPL43	MRPL42	0.996
RPS15	RPS15A	0.999
POLR2F	GTF2A2	0.996
CCDC22	COMMD1	0.99
KIF20A	NEK2	0.959
RPL29	RPL39	0.999
MRPL22	MRPS16	0.991
KIF18A	KNL1	0.987
SNRNP40	BCAS2	0.997
PDGFB	TGFB1	0.95
RPL34	RPL11	0.999
MRPL50	MRPL42	0.994
NDC80	HAUS8	0.955
RPS3A	RPL38	0.999
RPS12	FAU	0.999
FYTTD1	THOC7	0.977
SNRPD2	GEMIN6	0.964
RPL27	RPS28	0.999
OAS1	MX1	0.997
NDUFB4	NDUFB9	0.998
MDH1	PCK2	0.959
RPL26L1	SEC61B	0.985
RPLP1	RPS3A	0.999
LSM5	SNRPD1	0.999
MRPL3	CHCHD1	0.985
NDUFA1	NDUFS5	0.999
PHF5A	PPIL3	0.958
MRPL57	MRPS22	0.98
RPS27L	RPS4X	0.999
RPL35	RPL7A	0.999
RPS20	RPL32	0.999
MRPL54	MRPL40	0.994
RPL22L1	RPS4X	0.994
RPL7	RPS14	0.999
IFI35	PSMB8	0.96
MRPL13	MRPL57	0.983
RPS16	RPS6	0.999
PRDX1	AR	0.968
RPS16	RPL10	0.999
NDUFA6	NDUFS3	0.999
RPL36	RPL38	0.999
SPC25	BUB1B	0.98
UBB	HIST1H2AC	0.955
RPL22L1	RPS26	0.995
PSMD14	PSMB3	0.999
PSMB8	PSMB9	0.999
EFNB1	SRC	0.982
PHF5A	CWC15	0.979
NUP37	CDK1	0.958
RPS16	RPL29	0.999
SNU13	RPS3A	0.992
MRPL36	MRPL11	0.998
NDUFB9	NDUFB1	0.995
RPL31	RPL6	0.999
RPL21	RPL37A	0.999
RPL23	MRPL17	0.96
IFI6	OASL	0.991
PFDN1	PFDN5	0.999
NDC80	PBK	0.96
MRPL3	MRPL15	0.999
FAU	RPL10A	0.999
PSME2	PSMB9	0.995
RPS16	SEC61B	0.996
UBE2L6	IFIT1	0.971
SNRPG	LSM6	0.999
MRPL18	MRPL19	0.998
RPS16	RPS24	0.999
ANAPC11	UBE2C	0.999
SKP1	NEDD8	0.987
RPS15A	RPS29	0.999
SNRNP40	RNPC3	0.965
RPL21	RPL32	0.999
RPL27A	RPS26	0.999
RPL27	RPSA	0.999
PRKACB	AKAP5	0.98
RPSA	RPS26	0.999
RPL29	RPL37A	0.999
ELOB	ZSWIM8	0.957
RPL5	RPS6	0.999
PSME2	PSMB4	0.989
PSMB7	PSMC2	0.999
PSMA2	UBA52	0.996
GBP3	IRF7	0.953
FBXO5	SKP1	0.973
RPS13	RPL10	0.999
CCNB1	CENPN	0.975
NDUFB5	UQCRQ	0.99
RPL9	RPS26	0.999
RPS21	RPL10A	0.999
SKP1	CKS2	0.973
SPCS2	SEC11C	0.998
RPL26L1	RPL35	0.999
RPL24	RPL21	0.999
MRPL19	CHCHD1	0.985
RPL26L1	RPLP0	0.997
RPLP1	RPS11	0.999
MRPL51	MRPL48	0.995
RPL37	RPL12	0.999
RPL19	RPL32	0.999
MRPL58	MRPL57	0.989
RPL29	RPS27L	0.997
KIF18A	CCNB1	0.979
COX5B	UQCR10	0.994
PNPLA4	LIPE	0.972
RPL24	RPL39	0.999
RPL29	RPS18	0.999
MAVS	TMEM173	0.962
NDUFB2	NDUFS5	0.999
EIF3E	RPL5	0.996
PSMD14	PSMB4	0.999
SNU13	SNRPD1	0.998
RPL10	RPL39L	0.994
SUMO1	CHD3	0.958
NDUFAB1	UQCR10	0.976
RPL13A	RPS14	0.999
NDUFA1	NDUFA7	0.997
RPL6	RPL32	0.999
RPL27A	C1D	0.961
RPL22L1	RPL38	0.997
CCNB1	CEP55	0.954
SNU13	RPS15A	0.995
RPS24	RPL7	0.999
RPL35	RPS27L	0.997
RNF7	ANAPC11	0.994
PSMD6	PSMB9	0.995
RPL34	SRP9	0.996
CENPQ	CENPL	0.976
RPL31	RPL24	0.999
MRPL35	MRPL11	0.985
BORA	CDK1	0.989
RPL23	RPS28	0.999
KIF20A	PBK	0.961
ATP5F1C	ATP5MG	0.998
RPS15A	RPL35	0.999
BRIX1	RPF1	0.989
RPL5	RPL13A	0.999
RPL6	RPL27	0.999
SPCS1	SEC11A	0.996
MRPL17	MRPL42	0.995
PSMD14	PSMB9	0.995
RPS3A	RPS18	0.999
RPS19	RPL23	0.999
SF3A2	BCAS2	0.982
RPS19	RPS6	0.999
MRPL32	MRPL40	0.999
RPL26L1	RPL27A	0.999
RPS3	RPS18	0.999
RPL5	RPL22L1	0.997
RPL35	RPS4X	0.999
RPLP0	RPS29	0.999
PSMA4	POMP	0.997
RPL7A	FAU	0.999
MRPL36	CHCHD1	0.991
NDUFA9	NDUFB1	0.997
MAGOHB	SNRPD1	0.99
RPL26L1	RPS27L	0.996
TAF12	GTF2B	0.972
NDUFS4	NDUFA4	0.963
CDC45	PRIM1	0.997
IMP3	RPS26	0.987
CENPL	CENPH	0.991
RPS29	RPS28	0.999
HMMR	NEK2	0.984
RPS16	RPL9	0.999
RPL9	MRPL21	0.953
RPL34	RPL30	0.999
KIF18A	ZWINT	0.95
SKP1	COPS5	0.994
ATP5MC2	ATP5F1C	0.996
RPL35	MRPL17	0.959
IRF5	IFNB1	0.951
RPL37	RPS18	0.999
RPS13	RPS3	0.999
RPL37	FAU	0.999
PSMA4	PSME2	0.976
RPL34	RPL38	0.999
PSMA2	PSMD6	0.999
NDUFA1	UQCRH	0.973
NDUFA5	NDUFA6	0.999
CEP55	PBK	0.956
ASB2	ELOC	0.962
RPL29	RPS26	0.999
MAGOHB	SNRPF	0.997
RPS20	RPL19	0.999
RPL36	RPS15A	0.999
TPT1	RPS6	0.965
RPL21	RPL23	0.999
FAU	RPL27A	0.999
SNRPG	POLR2L	0.993
RPL31	RPL23	0.999
RPS15	RPS29	0.999
MRPL17	MRPL48	0.992
IRF7	IFIT1	0.992
SRP9	RPL9	0.996
RPLP1	RPL7A	0.999
HDAC5	BCL6	0.95
RPS12	RPL13A	0.999
RPL11	RPS27A	0.999
RPS19	SEC61B	0.996
RPS20	RPL36	0.999
CDK1	CKS1B	0.999
SEM1	PSMD6	0.964
RPL36	RPS11	0.999
COX7C	COX5B	0.999
XAF1	RSAD2	0.99
SEC61G	RPSA	0.981
RPS13	RPS27L	0.999
RPS25	RPL10	0.999
IFI35	BST2	0.968
RPS19	RPL34	0.999
NDUFAF4	NDUFA1	0.955
RPS25	EIF3H	0.995
PPIB	BSG	0.982
RPS16	RPS26	0.999
RPSA	RPS27L	0.998
RPS20	RPL37	0.999
SEC61B	RPS12	0.996
RPL24	RPL39L	0.994
RPL10	RPL38	0.999
MRPS28	MRPL17	0.986
MRPL27	MRPL13	0.999
EIF3E	RPS29	0.99
RPL27	RPLP2	0.999
SNRNP40	CWC15	0.996
RACGAP1	CDK1	0.986
RPL21	RPL15	0.999
RPS3A	RPL37	0.999
EMC2	EMC7	0.993
RPL26L1	FAU	0.998
RPL6	RPL36	0.999
RSL24D1	NSA2	0.999
NDUFS4	NDUFA6	0.999
RPS6	FAU	0.999
RPL19	RPS8	0.999
MRPS18C	MRPL48	0.99
SRP14	RPL23A	0.997
BIRC5	CCNA2	0.965
PSMB7	PSMB4	0.999
RPS15	RPL15	0.999
RPL35	RPL39L	0.996
RPL37	RPL9	0.999
RPL6	RPL10	0.999
NR1D1	NPAS2	0.979
UQCRB	UQCRHL	0.983
ZWINT	KNL1	0.999
RPS24	RPS14	0.999
ASB2	ELOB	0.968
MRPL19	MRPS28	0.985
KAT2B	TAF6L	0.985
RPS20	RPS27L	0.999
RPL34	RPL39L	0.995
RPL21	RPL5	0.999
TRAPPC9	TRAPPC6B	0.992
RPS20	RPL31	0.999
RPS12	RPL37A	0.999
NDUFA4	NDUFS3	0.968
RPL13A	RPS3	0.999
RPS8	RPL32	0.999
VPS37B	HGS	0.956
RPL7A	RPS21	0.999
ERH	SNRPE	0.997
RPL10	RPL14	0.999
RPS15A	RPL37	0.999
SRP14	RPL37A	0.996
RPL31	EEF1B2	0.982
RPL31	RPS15A	0.999
MRPL27	MRPL57	0.996
MRPL19	MRPL34	0.996
RPL27A	RPS29	0.999
MRPS23	MRPS16	0.99
RPL35	RPS8	0.999
ELOB	LRR1	0.95
RPL38	UBA52	0.999
RPL34	RPS29	0.999
RSAD2	MX2	0.993
NDUFA5	NDUFB6	0.998
NDUFA2	COX6C	0.965
RPS11	RPL15	0.999
RPL9	RPS18	0.999
MRPS18C	MRPL16	0.997
SF3A2	LSM5	0.967
RPL39	RPS28	0.999
TRIM22	OASL	0.95
POLR2F	GTF2B	0.998
LSM5	SF3B5	0.997
RPS15A	UBA52	0.999
SRP14	RPS27A	0.959
SNU13	RPS24	0.994
SNRPE	RNPC3	0.99
BSG	PPIA	0.979
NDUFAF2	NDUFB1	0.955
PSMB1	PSMB3	0.999
IL34	CSF1	0.974
MRPS33	MRPL27	0.988
MRPL32	MRPL47	0.999
CERK	SMPD2	0.967
EIF3H	RPL9	0.955
RPL32	RPS28	0.999
MRPL13	CHCHD1	0.986
MRPS33	MRPL19	0.986
MIOX	IMPA1	0.953
SRP14	RPS26	0.996
MRPL22	MRPL50	0.995
RAD51C	PCNA	0.955
SRP14	RPL39L	0.972
RPL5	RPS28	0.999
RPL27	RPS8	0.999
RPS19	RPS12	0.999
RPL27	TPT1	0.98
NDUFA5	NDUFS3	0.999
RPS25	RPL7A	0.999
RPL31	RPL27A	0.999
RPL32	RPLP2	0.999
MRPL32	MRPL48	0.984
MRPL15	MRPL17	0.999
RPL26L1	RPL27	0.999
POLR2K	SUPT5H	0.996
IFIT3	XAF1	0.988
RPS13	EIF3H	0.99
PSMA4	PSMC2	0.999
MAGOHB	SNRPB2	0.99
GTF2H2	GTF2F2	0.992
MRPL18	MRPL50	0.996
MRPL32	MRPL58	0.996
MRPL35	MRPL58	0.981
PSMA2	PSMB8	0.999
RPS25	IMP3	0.99
RPS15A	SRP9	0.99
RPS16	RPL24	0.999
RPS6	RPL30	0.999
NDUFS4	ATP5F1C	0.976
RPL19	RPL9	0.999
MRPL27	MRPS22	0.982
RPL34	FAU	0.999
SKP1	CACYBP	0.976
RPL9	RPS27L	0.999
RPS19	RPL21	0.999
RPL35	RPL14	0.999
MRPS14	MRPL39	0.976
MRPL16	MRPL54	0.991
CCNB2	BUB1	0.999
RPL26L1	RPL22L1	0.993
COMMD10	COMMD6	0.993
PLCG1	SRC	0.965
RPS27A	RPLP2	0.997
NUF2	BUB1	0.999
RPS25	RPS29	0.999
RPL11	RPL39	0.999
MRPL18	MRPL11	0.989
MRPL47	MRPL39	0.99
CYCS	NDUFA4	0.959
RPS20	RPL14	0.999
NDUFA1	NDUFA12	0.998
GTF2H2	POLR2K	0.987
RPL23	RPS18	0.999
CACNB1	CACNG7	0.964
RPS20	RPL26L1	0.998
PIK3CD	PIP5K1C	0.952
PCNA	PCLAF	0.997
NDUFA12	NDUFA4	0.996
RPL7	RPL36AL	0.996
PKN1	AR	0.965
EIF3E	RPS11	0.998
RPL34	RPL9	0.999
POLR2F	POLR2K	0.999
RPL32	RPL30	0.999
XAB2	SNRPD1	0.997
ATP5PF	ATP5MG	0.995
FAU	RPL39	0.999
RPL7A	RPS3	0.999
COX5B	COX6C	0.999
RPL6	RPL5	0.999
MRPL32	MRPL51	0.982
RPS8	RPL10A	0.999
MRPL34	MRPS18C	0.993
MRPL48	MRPL42	0.995
IFIT2	IRF7	0.98
CLTCL1	HIP1	0.972
NDUFB9	UQCR10	0.984
RPL27	SRP14	0.998
KAT2B	H2AFZ	0.97
COX6C	ATP5PD	0.968
BTF3L4	NACA	0.996
MMP2	TIMP3	0.985
MRPL3	MRPL40	0.996
SNRNP40	LSM8	0.996
NDC80	KNL1	0.999
SYF2	CWC15	0.995
RPS12	RPS25	0.999
TTK	CEP55	0.962
RPS27A	EIF3H	0.952
MRPS28	MRPL13	0.996
MAD2L1	PBK	0.986
PRDX1	SESN2	0.983
RPL39	RPS18	0.999
RPL24	RPL22L1	0.995
RPL6	RPS13	0.999
RPL5	RPS29	0.999
RSAD2	OASL	0.993
RPL36	RPL7	0.999
LSM5	SNRPB2	0.997
UQCRB	NDUFB6	0.971
HDAC7	NCOR2	0.977
MRPL40	MRPL21	0.998
RPL21	RPL36AL	0.997
RPL38	RPS26	0.999
DDX58	MX2	0.983
RPS11	RPS3A	0.999
BIRC5	BUB1B	0.996
RPL37	RPL27A	0.999
RPL24	RPL27	0.999
MRPL34	MRPL17	0.995
COX5B	ATP5PD	0.971
COX6A1	COX6C	0.995
RPS27A	RPL15	0.999
RPLP1	RPL11	0.999
RPS6	RPL37	0.999
RPS25	SRP9	0.989
MRPL39	MRPL57	0.975
RPS27A	RPS29	0.999
RPLP0	RPS25	0.999
EIF3M	RPL9	0.98
RPS14	RPL14	0.999
RPL29	RPL14	0.999
NDUFC1	UQCRB	0.97
RPS27A	RPL37A	0.999
CDK1	UBE2C	0.999
RPL29	RPL27A	0.999
FAS	SRC	0.959
RPL6	RPL34	0.999
RPS15A	RPL12	0.999
FAU	RPS4X	0.999
NDUFAF2	NDUFS4	0.97
MRPL18	MRPL57	0.982
MYD88	UBE2N	0.951
RPL6	RPL11	0.999
RPL35	EIF3H	0.97
RPS11	RPL39L	0.996
CEP55	CCNA2	0.954
NDUFB6	UQCRFS1	0.959
OAS2	BST2	0.964
ATP5PB	ATP5MC3	0.999
EIF3H	RPS26	0.985
RPS19	RPS3	0.999
SNRPG	SART1	0.998
RPS15A	RPL10A	0.999
MRPL43	MRPL54	0.992
NUP37	RAN	0.958
PSMD10	PSMC2	0.999
SYF2	SNRPE	0.996
RPL11	RPS26	0.999
RPL34	SEC61G	0.996
SEC61B	RPL32	0.996
RSL24D1	RPS24	0.961
KIF20A	BUB1B	0.971
CEP76	PLK4	0.973
PLAT	SERPINE2	0.979
MRPL57	MRPL54	0.984
MRPL47	MRPL15	0.999
RPS27L	RPS28	0.999
RPS16	RPL32	0.999
RPS15	RPL37	0.999
RPS12	RPSA	0.999
RPL31	RPS11	0.999
RPL24	RPLP1	0.999
MRPS14	MRPL16	0.997
MRPL15	MRPL21	0.998
RPL35	RPL11	0.999
MRPL50	MRPS21	0.977
RPS13	RPS18	0.999
SUMO1	NCOR2	0.951
EMC2	EMC4	0.999
CENPA	CCNB1	0.99
RPS25	RPL37	0.999
MRPL1	MRPL36	0.988
TPRKB	GON7	0.99
RPL22L1	RPLP2	0.989
CENPA	CENPN	0.999
BUB1B	CDC26	0.998
RPL7	RPL12	0.999
RAD51B	XRCC2	0.989
MRPL43	MRPS16	0.999
PHF5A	RNPC3	0.973
RPL35	RPS14	0.999
PSMD14	ELOC	0.951
RPL27A	RPL15	0.999
RPL26L1	RPSA	0.995
NIFK	TBL3	0.983
KNL1	NUF2	0.995
POLR2I	SNRPD2	0.961
IFI6	MX2	0.975
MRPL39	MRPL36	0.974
MRPL51	MRPL17	0.983
SAP18	SAP30	0.982
STAT1	PDGFRA	0.973
EIF3E	RPS12	0.998
SEC61B	RPS11	0.996
UQCRQ	UQCRFS1	0.999
RPS19	RPS15A	0.999
MRPL19	MRPL20	0.998
COX7A2L	UQCRFS1	0.958
RPL27	RPL22L1	0.996
RPL26L1	RPS4X	0.998
RPS14	RPL39	0.999
XAF1	MX1	0.989
OAS2	IRF7	0.99
OAS3	OAS2	0.957
RPS15A	RPS24	0.999
RPL5	C1D	0.961
RPL6	RPLP1	0.999
NDUFAB1	NDUFA7	0.999
SF3B6	SNRPE	0.98
RPL35	RPS26	0.999
MRPL11	MRPL54	0.991
RPS20	SRP9	0.975
MRPL36	MRPL42	0.991
RPS13	RPL39L	0.996
ATP5MC2	ATP5MG	0.973
MRPL51	MRPL21	0.998
RPL35	RPS27A	0.999
EIF3M	RPS21	0.982
MRPL48	MRPL54	0.983
EEF1B2	RPL9	0.987
RPL26L1	RPL37	0.997
RPS11	NOC4L	0.978
RPL7A	UBA52	0.999
MRPL1	MRPL21	0.995
E2F5	CDK1	0.971
DCTN6	CAPZA2	0.973
SNRNP40	SNRPB2	0.997
RPL7A	RPL23A	0.999
RPS15	RPS3	0.999
RPL23	RPL7A	0.999
FBXO5	CCNB1	0.989
SRP9	RPS28	0.988
RPL35	NSA2	0.964
IFIT3	IFI44	0.95
NPRL3	WDR24	0.999
RPL21	RPS14	0.999
RPL6	RPS25	0.999
RPLP0	RPL10	0.999
RPS15	RPL9	0.999
XAF1	IFI27	0.958
HUWE1	RCHY1	0.967
EIF3E	RPL24	0.979
MRPL51	MRPL34	0.985
RPL11	RPS18	0.999
IFI35	IRF7	0.992
GEMIN2	SNRPG	0.991
RPL23	PSMC2	0.953
RPL19	RPS27L	0.999
MRPL22	MRPL27	0.999
MRPL19	MRPL1	0.999
RPS12	RPLP1	0.999
SNRPD1	SF3B5	0.998
RPS3	RPSA	0.999
SNRPD2	MAGOH	0.972
SNU13	SNRPC	0.95
PHF5A	SF3B6	0.994
RPS15	RPL37A	0.999
ZWINT	SPC25	0.997
RPL35	RPS3	0.999
RPS3	RPL27A	0.999
MRPL43	MRPL50	0.993
PSMA3	SKP1	0.96
RPL23	RPL27	0.999
CCNH	CCNA2	0.969
RNF7	ELOC	0.997
RPL21	RPS26	0.999
ANAPC11	UBB	0.958
RPL31	RPS27A	0.999
NPM1	HIST2H2AC	0.95
RPL6	RPL10A	0.999
MRPL17	MRPL1	0.999
MRPL51	MRPS14	0.996
HIST3H2A	HIST1H3C	0.979
POLR2I	GTF2H2	0.989
RPL26L1	RPL15	0.999
NDST1	GPC2	0.958
MRPL27	MRPL51	0.993
COX7C	ATP5PF	0.975
MRPL43	MRPL40	0.998
RBX1	ANAPC13	0.961
MSH2	XRCC4	0.954
RPS11	SRP9	0.987
PNPLA3	LIPC	0.959
RPL15	RPL39	0.999
MASTL	CDK1	0.961
ATP5MC3	ATP5PF	0.997
MRPL47	MRPL11	0.996
RPL35	RPS21	0.999
SNRPD2	CWC15	0.996
KIF20A	CCNB2	0.979
RPL34	RPL15	0.999
MRPL15	MRPS23	0.986
CLTCL1	HGS	0.979
RPL19	RPS25	0.999
MRPL3	MRPL1	0.995
IRF5	STAT2	0.954
RPSA	RPLP2	0.999
NDUFA9	NDUFB9	0.999
LSM5	SNRPG	0.999
MRPL34	MRPL39	0.953
CKAP2	CCNA2	0.959
RPL32	RPL23A	0.999
SNRPF	GEMIN6	0.96
RPL35	RPL37	0.999
RPL19	RPL22L1	0.996
RPL37A	RPL10A	0.999
RPL11	RPS4X	0.999
GNPNAT1	GFPT2	0.976
PSMB1	PSMD6	0.999
UQCRQ	NDUFA12	0.989
NUF2	CDK1	0.997
SNRNP40	LSM7	0.996
DNAJA1	HSPA2	0.969
USP18	IFIT1	0.995
MRPS28	MRPS16	0.989
NDUFB5	NDUFS5	0.999
RPS25	EIF3M	0.998
MRPL50	MRPS23	0.993
MRPS16	MRPL20	0.998
RPL30	RPL36AL	0.999
KIF18A	RACGAP1	0.972
RPL26L1	RPS15	0.999
MRPL3	MRPL58	0.999
RPLP1	RPS26	0.999
RPL35	RPL7	0.999
CCDC22	COMMD8	0.987
RPS16	RPS8	0.999
EIF3E	RPS27A	0.985
RPL14	UBA52	0.999
RPL34	SRP14	0.996
RPLP0	RPL10A	0.999
CENPA	CENPW	0.971
IFIT3	IFI27	0.969
BIRC5	ZWINT	0.986
NDUFS4	UQCRFS1	0.989
HIST1H2BD	H2AFZ	0.958
SEC61G	RPS14	0.996
RPL21	RPL11	0.999
MX1	IFITM1	0.991
DAD1	TMEM258	0.987
MRPL35	MRPL21	0.985
RPL36	RPS26	0.999
RPS21	RPS26	0.999
MRPL35	MRPS23	0.988
NCAPH	CCNB2	0.988
RPL21	RPL13A	0.999
SOCS2	ELOC	0.997
RPL7A	RPS18	0.999
RPS11	RPL12	0.999
GNA14	GNG7	0.95
NDC80	NEK2	0.994
RPL30	RPS14	0.999
SF3A2	SNRPD1	0.998
RPL21	RPS6	0.999
MRPS14	MRPS21	0.987
RPL23	RPS26	0.999
COX7A2L	NDUFA4	0.955
PSMA5	RPS27A	0.987
RPL26L1	RPL6	0.999
RPL29	RPL10A	0.999
RPS20	RPL6	0.999
RPS14	RPL37A	0.999
IFIT3	MX2	0.988
RPS12	RPL36	0.999
RPL24	RPS26	0.999
LSM5	SNRPF	0.999
SPC25	BUB1	0.997
RPA3	XPA	0.951
NDUFAB1	NDUFB5	0.999
RPL6	SRP14	0.99
RPLP1	RPL15	0.999
RPS24	RPL37	0.999
POLR2I	GTF2A2	0.996
RPLP0	RPS8	0.999
COX6C	CYCS	0.988
SNRNP40	MAGOHB	0.987
SPCS2	SEC11A	0.992
SEMA3B	PLXNA3	0.965
RPS8	RPS27L	0.999
NSL1	SPC25	0.99
RPS3	RPS14	0.999
SNRNP40	SYF2	0.98
ATP5PF	ATP5F1C	0.993
MRPL32	MRPL16	0.997
RPL35	SRP9	0.969
RPS19	RPL37	0.999
RPS15	RPS14	0.999
RPS14	RPL36AL	0.997
RPL10	RPL22L1	0.994
SEC61B	RPS13	0.996
RPS24	RPL10	0.999
RPL7	RPL37A	0.999
RPS6KA5	HMGN1	0.96
RPS20	RPS8	0.999
MSH2	RPA3	0.96
PSMA4	PSMB8	0.999
RPL35	RPS11	0.999
IFIT3	IFIT1	0.999
MRPL32	MRPL13	0.999
MRPL19	MRPS16	0.999
SEC61B	RPS4X	0.996
RPS15	RPL29	0.999
RPL31	RPL39L	0.997
RPL27	FAU	0.999
MRPL51	MRPL39	0.977
MRPS28	CHCHD1	0.986
CCNA1	UBE2C	0.979
RPL34	RPS6	0.999
SNU13	RPS8	0.992
SRP14	RPL11	0.997
TLR2	LY96	0.989
MRPL47	MRPL17	0.999
MRPL35	MRPL48	0.996
ATP5F1E	ATP5F1C	0.998
PHF5A	SNRPE	0.999
RPS16	RPS11	0.999
RPS15	RPL36	0.999
SEC61B	RPL12	0.996
NPC2	NPC1	0.999
RPL19	SEC61G	0.981
TAP1	PSMB9	0.985
ELOC	UBE2V2	0.952
NUF2	CENPH	0.992
TOP2A	BUB1B	0.983
STX1B	VAMP8	0.95
RPL5	RPS26	0.999
RPS21	RPL15	0.999
TXN	SOD1	0.993
RPLP1	RPS28	0.999
UQCRB	ATP5PD	0.963
COX6A1	COX7A2L	0.977
BIRC5	CCNB2	0.995
RACGAP1	BUB1	0.968
SNRPD2	SNRPE	0.999
LSM8	SART1	0.995
RSAD2	IFI44L	0.952
MRPL18	MRPL20	0.999
MRPL27	MRPS28	0.984
RPLP0	RPS4X	0.999
MRPL18	MRPS18C	0.989
RPL36	RPL14	0.999
MRPS22	MRPS16	0.998
RPA3	PRIM1	0.982
RPL39L	RPL12	0.992
MRPL58	MRPS22	0.993
MRPS16	MRPL42	0.994
MRPL32	MRPL33	0.998
MRPL39	MRPS22	0.992
HUWE1	RPS27A	0.996
SOD1	GPX3	0.973
NEK2	BUB1	0.975
CCNH	GTF2B	0.95
RPL32	RPL10A	0.999
HSCB	ISCU	0.998
RPS25	SRP14	0.998
CENPA	NUF2	0.988
RPL29	RPL23A	0.999
COPS5	NEDD8	0.994
MRPS33	MRPS28	0.988
SNU13	SNRPF	0.998
POLR3K	POLR2L	0.997
SRP9	RPSA	0.989
RPL32	RPL14	0.999
SNU13	RPS14	0.995
RPL34	C1D	0.951
HIST1H2BD	HIST3H2A	0.962
MRPL47	MRPL21	0.997
HIST1H2AC	HIST2H2AC	0.996
SEC61G	RPS28	0.997
MRPL43	MRPS14	0.995
RPL5	RPS3	0.999
OAS3	IFIT2	0.985
IRF5	TRIM21	0.963
TGFBR3	TGFB1	0.967
RPL10	UBA52	0.998
SYF2	SNRPF	0.992
RPL10	EIF3H	0.954
MRPL51	MRPL20	0.997
NUF2	MAD2L1	0.997
EIF3H	RPS28	0.986
RPL36	RPLP1	0.999
MRPL17	MRPL33	0.998
MRPL34	MRPL47	0.997
RPL13A	RPL14	0.999
MRPL18	MRPL48	0.989
NDUFA12	NDUFA6	0.999
RPS15A	RPS27L	0.998
TTK	BUB1	0.998
RPL23	RPS27A	0.999
IL7	JAK3	0.969
MRPL16	MRPL36	0.998
DPH5	DPH6	0.987
HMMR	FAM83D	0.971
RPS12	RPS3	0.999
LSM1	EDC3	0.993
MRPL17	MRPL20	0.998
COPS5	ELOC	0.98
SNRPD2	LSM8	0.999
MRPL18	MRPL15	0.988
RPL7	RPL7A	0.999
OAS3	MX2	0.988
RPS16	EIF3M	0.999
MRPL19	MRPS14	0.997
MRPL36	MRPS21	0.996
SRP9	RPL38	0.996
HGFAC	SPINT1	0.988
RPS27L	RPL37A	0.999
RPL6	RPL24	0.999
RLN2	INSL3	0.965
RBX1	PSMD14	0.968
RPL22L1	RPL14	0.997
SRP9	RPL37	0.995
MRPL15	MRPL42	0.994
NDUFC1	NDUFS4	0.997
SPC25	CENPH	0.965
COX5B	ATP5F1C	0.961
UBE2V2	UBE2N	0.999
RPL11	FAU	0.999
PSMA3	PSMD6	0.999
GPX7	SOD1	0.976
RPS13	NOC4L	0.98
RPL23	RPL10	0.999
RPL37	RPS21	0.999
RPS3A	RPL30	0.999
XPA	GTF2H5	0.972
NDUFA2	UQCRH	0.977
RPS3A	RPL36AL	0.997
LIPE	FABP4	0.981
LSM7	SNRPD1	0.999
RPS3A	RPL12	0.999
PSMA3	PSMB8	0.999
RPL21	RPL7A	0.999
SRP9	RPL23A	0.997
MRPL11	MRPS16	0.999
RPS29	UBA52	0.999
UQCRFS1	NDUFS3	0.994
SNRPD2	SF3B5	0.999
RPL32	RPSA	0.999
RPL11	RPL37A	0.999
PSMD14	PSMA5	0.999
UQCRQ	NDUFB6	0.975
RPL34	RPS18	0.999
RPL31	RPL7	0.999
MRPL34	MRPS23	0.98
SEC61B	RPL39L	0.978
MRPL36	MRPL40	0.999
ELOC	ZSWIM8	0.982
ZWINT	NUF2	0.998
AR	SRC	0.99
SNAPC4	SNAPC5	0.989
SF3B6	POLR2G	0.956
OASL	GBP4	0.953
MAD2L1	CENPP	0.955
UQCRH	UQCR10	0.999
MRPL17	MRPL57	0.984
RPS14	RPS28	0.999
EIF3M	RPS3	0.998
RPS25	RSL24D1	0.95
HES1	NOTCH2	0.966
RPL11	RPS28	0.999
RPL23	RPL36AL	0.997
